name,slug,id,category,energy,fat,satFat,carbs,sugar,protein,salt,description,actualPrice,loyaltyPrice,unitOfMeasure,conversionMeasure,conversionValue,constraintCode
"Natūrali DVARO grietinėlė, 10% rieb., 250 ml",Naturali-DVARO-grietinele-10percent-rieb-250-ml,iUcRig9Wky1IbeITUbyG,Creamer for coffee,119,10,5.9,4.2,4.2,3.1,0.1,"Sterilizuota grietinėlė 10% rieb. tinka kavos skaninimui, padažų gamybai ir kitiems patiekalams.",2.09,,VNT,L,0.25,fresh
"Karštai rūkytas servelatas LIETUVOS STANDARTAS, a. r., 200 g",Karstai-rukytas-servelatas-LIETUVOS-STANDARTAS-a-r-200-g,mc7pdqZp9MjZOOYAvmzr,Hot smoked sausages,308,28,13,0,0,14,2.7,"Karštai rukytas servelatas, aukščiausia rūšis",3.49,,VNT,KG,0.2,fresh
"Šaltai rūkyta atlantinių lašišų filė IKI, 100 g",Saltai-rukyta-atlantiniu-lasisu-file-IKI-100-g,prYpPTgrMaAiPAeX1uWu,Smoked fish and seafood,193,13,2.6,0,0,19,3,"Lašišos file pjaustyta, šaltai rūkytas",3.79,,VNT,KG,0.1,fresh
"Jogurtas su persikais VILKYŠKIŲ, 3,5% rieb., 350 g",Jogurtas-su-persikais-VILKYSKIU-35percent-rieb-350-g,XtPAmzWrVh6f2KeG1zuc,Yogurt desserts,110,3.5,2.2,16.3,14.4,2.9,0.11,Egzotiškų skonių mėgėjams skirtas „Vilkyškių“ jogurtas su natūralių persikų gabalėliais.,1.59,,VNT,KG,0.35,fresh
"Varškytė MIAU su bananais, 6% rieb., 100 g",Varskyte-MIAU-su-bananais-6percent-rieb-100-g,kOK5wfOpQY158uI1VtNw,Dessert cottage cheese,155,6,3.6,15.3,14.6,9.9,0.09,"Varškytė „Miau“ – neriebus, purus ir lengvas, švelnios konsistencijos ir malonaus skonio natūralus varškės gaminys. LT-EKO-001",0.99,,VNT,KG,0.1,fresh
"ŽEMAITIJOS šaltibarščių kefyras, 5% Rieb., 900 g",ZEMAITIJOS-saltibarsciu-kefyras-5percent-Rieb-900-g,BEMyqKO2LzSdjgSty9fl,Kefir,76,5,3.5,4.6,3.8,3.2,0.1,"ŽEMAITIJOS šaltibarščių kefyras, 5% Rieb., 900 g",2.39,,VNT,KG,0.9,fresh
"Glaistytas, vanilinis varškės sūrelis su toffee glaistu, 24% rieb. MAGIJA, 45 g",Glaistytas-vanilinis-varskes-surelis-su-toffee-glaistu-24percent-rieb-MAGIJA-45-g,KVjGaoVqKtPuhPaHwk2m,Curd cheeses,362,22,14.5,28.2,27.9,12.8,0.1,"Šie „Magija varškės sūreliai padengti Toffee glaistu - būtent šis ingredientas suteikia nepakartojamą skonį. „Magija“ varškės sūrelių gamyboje nenaudojami jokie maisto priedai- tirštikliai, stabilizatoriai, konservantai. Produkto gamybai naudojamos purios varškės technologijos dėka sūrelis ypač purios konsistencijos. Tiesiog tirpstantis burnoje.""",0.75,,VNT,KG,0.045,fresh
JAUTIENOS IR KIAULIENOS FARŠAS PAGAMINTA IKI ATŠALDYTAS RIEBUMAS NE DIDESNIS KAIP 30 % ,Jautienos-ir-kiaulienos-farsas-riebumas-ne-didesnis-nei-30percent-1-kg,L5JE3BGHE1aG3yaX7KMM,Minced meat,300,26,10,0.5,0,16,1,"JAUTIENOS IR KIAULIENOS FARŠAS, PAGAMINTA IKI, ATŠALDYTAS RIEBUMAS NE DIDESNIS KAIP 30 %, 1 kg",6.49,,KG,KG,1,fresh
"Konservuoti kukurūzai BONDUELLE, 340 g",Konservuoti-kukuruzai-BONDUELLE-340-g,h2DAEf6Mh3wdXytYoafX,Canned corn,80,1.9,0.5,10.8,5.2,2.9,0.39,"Konservuoti kukurūzai BONDUELLE. Natūraliai saldūs, traškūs ir sultingi kukurūzai.",2.29,,VNT,KG,0.34,
"Jogurtas FANTASIA su šokoladiniais rutuliukais, 8,2% rieb., 100 g",Jogurtas-FANTASIA-su-sokoladiniais-rutuliukais-82percent-rieb-100-g,sxdqxAxklf3IQ5tdV1Le,Yogurt desserts,149,8.3,5.3,15.6,13.9,3.1,0.14,"Jogurtas su šokoladiniais rutuliukais „Fantasia“, 100 g. „Fantasia“ – kreminis jogurtas, kurį gardinsite patys – indelis turi atskirą dalį, kurioje pateikiamas jogurto pagardas: šokoladiniai rutuliukai. Galite kabinti šaukšteliu kiekvieną atskirai ar maišyti ir išgauti norimą skonį.",0.99,,VNT,KG,0.1,fresh
"Pieniškas batonas, 350 g",Pieniskas-batonas-350-g,PIQt3W5kbSfpsAJkonOU,Baguette,297,3.6,0.5,56.7,4.3,8.3,1,Pieniškas batonas,0.89,,VNT,KG,0.35,
"Meksikietiškas daržovių mišinys HORTEX MEXICO MIX, 400 g",Meksikietiskas-darzoviu-misinys-HORTEX-MEXICO-MIX-400-g,Z9a2t0VDez6BgWWlA5hW,Frozen mixed vegetables,56,0.4,0.1,7.5,3.6,3.6,0.05,"Šaldytas įvairių daržovių mišinys HORTEX - morkos, paprikos, šparaginės pupelės, žalieji žirneliai, kukurūzai, SALIERAI, raudonosios pupelės ir svogūnai.",1.49,,VNT,KG,0.4,frozen
"Bandelės su varške VAIKŲ SVAJONIŲ , 130 g",Bandeles-su-varske-VAIKU-SVAJONIU-130-g,mLYatbJ0tGR5fI10pRw6,Buns,309,10.9,5.2,44.8,14.4,7.9,0.5,"„Vaikų svajonių“ bandelės su varškės įdaru. Įdaras paskirstytas per visą bandelę, kad kiekvienas kąsnis būtų skanus.",1.55,,VNT,KG,0.13,
